0.35748	0.088056
0.39452	0.065319
0.47390	0.047070
0.56121	0.031137
0.64853	0.022417
0.72790	0.018292
0.79934	0.014598
0.85490	0.012180
0.88666	0.0096913
0.93031	0.0072900
0.96339	0.0056351
1.0137	0.0050332
1.0454	0.0064646
1.1010	0.0081482
1.1803	0.0095570
1.2730	0.0094622
1.3391	0.0092755
1.4502	0.0086936
1.6010	0.0085988
1.7280	0.0085220
1.8154	0.0086074
1.8987	0.0081889
1.9821	0.0075991
2.0047	0.0040663
2.0047	0.00081635
2.0047	0.000066643
1.9766	0.000028572
1.8630	0.000027230
1.7836	0.000025143
1.6645	0.000022833
1.5640	0.000026960
1.4582	0.000024893
1.3709	0.000021941
1.2677	0.000023077
1.1883	0.000023526
1.1248	0.000016708
1.0613	0.000012894
1.0216	0.000010050
0.94222	0.000010151
0.85490	0.000013154
0.76759	0.000015660
0.65382	0.000017975
0.53740	0.000021868
0.45008	0.000025268
0.36277	0.000032472
0.33102	0.000044672
0.32308	0.000054436
0.26230	0.00013498
0.26932	0.0012250
0.26932	0.0074085
0.26932	0.026391
0.26932	0.090752
0.25527	0.12690
0.33958	0.12690

