0.3268	0.09606
0.3456	0.08370
0.3649	0.07280
0.3881	0.06365
0.4130	0.05490
0.4399	0.04819
0.4696	0.04217
0.5046	0.03677
0.5447	0.03222
0.5989	0.02824
0.6474	0.02441
0.6947	0.02068
0.7261	0.01845
0.7714	0.01676
0.8064	0.01478
0.8388	0.01292
0.8684	0.01122
0.8927	0.009800
0.9088	0.008697
0.9223	0.007432
0.9369	0.006157
0.9586	0.005288
0.9816	0.004905
1.008	0.005725
1.027	0.006940
1.050	0.008102
1.079	0.009067
1.127	0.01034

1.181	0.01121
1.272	0.01068
1.348	0.009838
1.461	0.009838
1.552	0.009679
1.635	0.009368
1.710	0.009522
1.801	0.009679
1.884	0.009368
1.967	0.009067
1.982	0.006540
1.990	0.0004566
1.982	0.00002891
1.975	0.00001504

1.961	0.00001514
1.909	0.00001473
1.849	0.00001452
1.790	0.00001425
1.731	0.00001392
1.671	0.00001354
1.612	0.00001332
1.553	0.00001332
1.494	0.00001329
1.434	0.00001314
1.375	0.00001302
1.316	0.00001317
1.256	0.00001349
1.197	0.00001362
1.138	0.00001325
1.079	0.00001232
1.027	0.00001089
0.9870	0.000009390
0.9708	0.000009407
0.9250	0.00001089
0.8900	0.00001241
0.8442	0.00001406
0.7876	0.00001586
0.7283	0.00001751
0.6690	0.00001912
0.6097	0.00002071
0.5504	0.00002261
0.4911	0.00002502
0.4346	0.00002818
0.3861	0.00003190
0.3483	0.00003602
0.3151	0.00004118
0.2944	0.00004672
0.2863	0.00005407
0.2863	0.00006469
0.2850	0.00009315
0.2836	0.0001034
0.2836	0.0001176
0.2836	0.0001337
0.2836	0.0001519
0.2836	0.0001727
0.2810	0.0002009
0.2810	0.0002284
0.2810	0.0002596
0.2810	0.0002951
0.2810	0.0003354
0.2810	0.0003813
0.2810	0.0004334
0.2810	0.0004926
0.2766	0.0005477
0.2783	0.0006365
0.2783	0.0007235
0.2783	0.0008224
0.2783	0.0009348
0.2783	0.001063
0.2783	0.001208
0.2783	0.001373
0.2783	0.001561
0.2783	0.001774
0.2783	0.002016
0.2783	0.002292
0.2783	0.002605
0.2783	0.002961
0.2783	0.003366
0.2783	0.003826
0.2783	0.004349
0.2783	0.004944
0.2783	0.005619
0.2783	0.006388
0.2783	0.007261
0.2783	0.008253
0.2783	0.009381
0.2783	0.01066
0.2783	0.01212
0.2783	0.01378
0.2783	0.01566
0.2783	0.01780
0.2783	0.02024
0.2783	0.02300
0.2783	0.02615
0.2783	0.02972
0.2783	0.03378
0.2783	0.03840
0.2783	0.04365
0.2783	0.04961
0.2783	0.05639
0.2783	0.06410
0.2783	0.07287
0.2783	0.08283
0.2783	0.09415
0.2735	0.00007845

0.2821	0.1140
0.2821	0.1456
0.3350	0.1432
0.3275	0.1177
