0.3318	0.09252
0.3487	0.08112
0.3699	0.07052
0.3935	0.06142
0.4163	0.05383
0.4426	0.04738
0.4750	0.04134
0.5173	0.03546
0.5685	0.02981
0.6259	0.02528
0.6710	0.02196
0.7136	0.01919
0.7552	0.01699
0.7966	0.01460
0.8258	0.01270
0.8549	0.01114
0.8792	0.009743
0.8984	0.008525
0.9192	0.007334
0.9358	0.006277
0.9499	0.005391
0.9756	0.004708
0.9735	0.004085
1.006	0.005853
1.025	0.006678
1.051	0.007708
1.084	0.008810
1.116	0.009808
1.176	0.01044
1.235	0.01044
1.294	0.009905
1.353	0.009311
1.413	0.009312
1.472	0.009338
1.531	0.009375
1.591	0.009198
1.650	0.009051
1.709	0.009020
1.768	0.009013
1.828	0.009032
1.887	0.009079
1.946	0.009019
1.981	0.008748

2.016	0.008652
2.076	0.008425
2.135	0.008012
2.194	0.007549
2.254	0.007180
2.313	0.006825
2.372	0.006442
2.431	0.006110
2.491	0.005767
2.550	0.005429
2.609	0.005109
2.669	0.004802
2.728	0.004566
2.787	0.004329
2.846	0.004111
2.906	0.003932
2.965	0.003794
3.024	0.003631
3.084	0.003499
3.143	0.003380
3.202	0.003253
3.261	0.003142
3.321	0.003036
3.380	0.002946
3.439	0.002857
3.499	0.002756
3.558	0.002612
3.637	0.002226
3.683	0.001953
3.743	0.001686
3.781	0.001409
3.856	0.001103
3.977	0.0007332
4.140	0.0004540
4.186	0.0003997
4.229	0.0003529
4.269	0.0003117
4.307	0.0002729
4.339	0.0002404
4.364	0.0002093
4.382	0.0001771
4.382	0.0001564


4.379	0.0001452
4.358	0.0001286
4.326	0.0001120
4.288	0.00009866
4.242	0.00008641
4.191	0.00007602
4.135	0.00006712
4.075	0.00005914
4.016	0.00005203
3.959	0.00004559
3.908	0.00004001
3.862	0.00003522
3.819	0.00003090
3.776	0.00002696
3.733	0.00002358
3.682	0.00002096
3.627	0.00001918
3.581	0.00001757
3.520	0.00001732
3.461	0.00001701
3.402	0.00001678
3.342	0.00001658
3.283	0.00001644
3.224	0.00001633
3.164	0.00001629
3.105	0.00001623
2.987	0.00001627
2.927	0.00001633
2.868	0.00001636
2.809	0.00001650
2.749	0.00001660
2.690	0.00001673
2.631	0.00001689
2.572	0.00001705
2.512	0.00001722
2.453	0.00001741
2.394	0.00001761
2.334	0.00001784
2.275	0.00001808
2.216	0.00001834
2.157	0.00001860
2.097	0.00001888
2.038	0.00001918
1.981	0.00001952
1.919	0.00001986
1.860	0.00002024
1.801	0.00002062
1.742	0.00002103
1.682	0.00002149
1.623	0.00002195
1.564	0.00002243
1.504	0.00002294
1.445	0.00002348
1.386	0.00002407
1.327	0.00002465
1.267	0.00002522
1.208	0.00002589
1.149	0.00002674
1.089	0.00002783
1.030	0.00002994
0.9859	0.00003425
0.9698	0.00003693
0.9471	0.00003370
0.8900	0.00003148
0.8307	0.00003188
0.7720	0.00003297
0.7121	0.00003419
0.6528	0.00003590
0.5936	0.00003791
0.5343	0.00004038
0.4157	0.00004778
0.3591	0.00005369
0.3133	0.00006124
0.2742	0.00007178
0.2532	0.00008195
0.2351	0.00009845
0.2238	0.0001166
0.2217	0.0002180
0.2217	0.0001938
0.2190	0.0003248
0.2190	0.0001692
0.2190	0.0001489
0.2187	0.0002544
0.2181	0.0001344
0.2163	0.0007911
0.2152	0.0006233
0.2136	0.0007235
0.2082	0.2
0.2082	0.2
